taxonUUID,taxonRank,kingdom,taiCOLNameCode,tfNameCode,simplifiedScientificName,scientificName,reason,number_of_occurrence,TT_URL
c543565f-aaae-456a-a074-476bd2fc666c,species,Animalia,t0036097,"",Planopleura takasagona,Planopleura takasagona,taiCOLNameCode重複,628,https://taxatree.tbn.org.tw/taxa/c543565f-aaae-456a-a074-476bd2fc666c
62681a7a-69a9-42c1-8d32-d3ca6bda0bc7,species,Animalia,t0036096,"",Planopleura kaempferi,Planopleura kaempferi,taiCOLNameCode重複,98,https://taxatree.tbn.org.tw/taxa/62681a7a-69a9-42c1-8d32-d3ca6bda0bc7
e94ca9b5-44d8-4fd4-a99f-563a65ad97e9,species,Animalia,t0028709,"",Velutinodorcus carinulatus,Velutinodorcus carinulatus,taiCOLNameCode重複,40,https://taxatree.tbn.org.tw/taxa/e94ca9b5-44d8-4fd4-a99f-563a65ad97e9
f7409326-3191-4e63-90d1-326c504b646b,species,Animalia,t0029359,"",Chabulina onychinalis,Chabulina onychinalis,taiCOLNameCode重複,260,https://taxatree.tbn.org.tw/taxa/f7409326-3191-4e63-90d1-326c504b646b
d53ce639-bf90-409a-98ef-dd010f7d9048,species,Animalia,t0072113,"",Leviaraneus viridiventris,Leviaraneus viridiventris,taiCOLNameCode重複,5,https://taxatree.tbn.org.tw/taxa/d53ce639-bf90-409a-98ef-dd010f7d9048
918c4cc4-4491-4cd3-8b8f-89d8b05f6a6e,species,Animalia,t0065738,"",Meloimorpha japonica,Meloimorpha japonica,taiCOLNameCode重複,16,https://taxatree.tbn.org.tw/taxa/918c4cc4-4491-4cd3-8b8f-89d8b05f6a6e
1b1ee0a2-97aa-4a38-8d44-afe5c00e7bd9,species,Animalia,t0046488,"",Synthesiomyia nudiseta,Synthesiomyia nudiseta,taiCOLNameCode重複,13,https://taxatree.tbn.org.tw/taxa/1b1ee0a2-97aa-4a38-8d44-afe5c00e7bd9
1e9b3307-3cd0-4702-9984-06f0ded0253b,species,Animalia,t0083770,"",Zenopontonia soror,Zenopontonia soror,taiCOLNameCode重複,14,https://taxatree.tbn.org.tw/taxa/1e9b3307-3cd0-4702-9984-06f0ded0253b
59f92692-bf11-4ab6-83bc-23d0b39fc6df,species,Animalia,t0057733,"",Songaraneus ejusmodi,Songaraneus ejusmodi,taiCOLNameCode重複,5,https://taxatree.tbn.org.tw/taxa/59f92692-bf11-4ab6-83bc-23d0b39fc6df
58775f48-151e-484c-bf2b-f8f389e47e7f,species,Animalia,t0076318,"",Crenocrassatella foveolata,Crenocrassatella foveolata,taiCOLNameCode重複,31,https://taxatree.tbn.org.tw/taxa/58775f48-151e-484c-bf2b-f8f389e47e7f
47fcb623-d192-42ef-a9ec-105dd41f6473,species,Animalia,t0086136,"",Neverita didyma,Neverita didyma,taiCOLNameCode重複,18,https://taxatree.tbn.org.tw/taxa/47fcb623-d192-42ef-a9ec-105dd41f6473
9fc1a66b-f3cc-4799-988d-f0095e12c9c1,species,Animalia,t0049562,"",Paragalope trimacula,Paragalope trimacula,taiCOLNameCode重複,35,https://taxatree.tbn.org.tw/taxa/9fc1a66b-f3cc-4799-988d-f0095e12c9c1
375bb6c3-fabd-47d6-a01c-b88ab8b1db89,species,Animalia,t0031318,"",Breviturma dentata,Breviturma dentata,taiCOLNameCode重複,13,https://taxatree.tbn.org.tw/taxa/375bb6c3-fabd-47d6-a01c-b88ab8b1db89
5f0519c2-dc9a-49cf-999e-1a9fd98caf44,species,Animalia,t0032307,"",Xyroptila oenophanes,Xyroptila oenophanes,taiCOLNameCode重複,5,https://taxatree.tbn.org.tw/taxa/5f0519c2-dc9a-49cf-999e-1a9fd98caf44
2c2e64c1-f3a3-4229-acc4-aff1bb667c70,species,Animalia,t0078005,"",Goniosupradens acutifrons,Goniosupradens acutifrons,taiCOLNameCode重複,6,https://taxatree.tbn.org.tw/taxa/2c2e64c1-f3a3-4229-acc4-aff1bb667c70
30df6fb3-c6f2-4da7-9cde-a05bc2ffa450,species,Animalia,t0049563,"",Paragalope wangi,Paragalope wangi,taiCOLNameCode重複,20,https://taxatree.tbn.org.tw/taxa/30df6fb3-c6f2-4da7-9cde-a05bc2ffa450
5bb58c4c-509a-435a-8983-027088ddd215,species,Animalia,t0028641,"",Sophonia orientalis,Sophonia orientalis,taiCOLNameCode重複,7,https://taxatree.tbn.org.tw/taxa/5bb58c4c-509a-435a-8983-027088ddd215
b9c1a5eb-2c30-4c10-909f-c56ace208b7a,species,Animalia,t0030931,"",Neochirus brachyptera,Neochirus brachyptera,taiCOLNameCode重複,4,https://taxatree.tbn.org.tw/taxa/b9c1a5eb-2c30-4c10-909f-c56ace208b7a
9056791f-142e-42d8-be71-7a182b3bf9d0,species,Animalia,t0072048,"",Chelyolygus fuhoshoensis,Chelyolygus fuhoshoensis,taiCOLNameCode重複,1,https://taxatree.tbn.org.tw/taxa/9056791f-142e-42d8-be71-7a182b3bf9d0
d3522639-92e4-48e8-b130-68417c0fbce9,species,Animalia,t0029608,"",Episorineuchora formosana,Episorineuchora formosana,taiCOLNameCode重複,1,https://taxatree.tbn.org.tw/taxa/d3522639-92e4-48e8-b130-68417c0fbce9
e1f211e1-4a9d-4ce7-96c5-e75fd41bcfff,species,Animalia,t0028640,"",Taperus flavifrons,Taperus flavifrons,taiCOLNameCode重複,10,https://taxatree.tbn.org.tw/taxa/e1f211e1-4a9d-4ce7-96c5-e75fd41bcfff
e976eec1-9109-4526-9641-48fc4c20c6b4,species,Animalia,t0083737,"",Chanohirata theae,Chanohirata theae,taiCOLNameCode重複,2,https://taxatree.tbn.org.tw/taxa/e976eec1-9109-4526-9641-48fc4c20c6b4
89533a89-31db-40db-b03d-7a56a9ff4f70,species,Animalia,t0076684,"",Microcaria albolineata,Microcaria albolineata,taiCOLNameCode重複,1,https://taxatree.tbn.org.tw/taxa/89533a89-31db-40db-b03d-7a56a9ff4f70
75487965-0fbc-4c30-b0d9-9330cd2168ca,species,Animalia,t0049561,"",Paragalope pica,Paragalope pica,taiCOLNameCode重複,15,https://taxatree.tbn.org.tw/taxa/75487965-0fbc-4c30-b0d9-9330cd2168ca
dcb58d54-ab8b-4c0b-8bd3-cd0a376380f4,species,Animalia,t0077686,"",Cellana enneagona,Cellana enneagona,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/dcb58d54-ab8b-4c0b-8bd3-cd0a376380f4
cf75255d-22fa-4dac-bc58-958afca0758b,species,Animalia,t0077746,"",Cephalallus oberthueri,Cephalallus oberthueri,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/cf75255d-22fa-4dac-bc58-958afca0758b
79675667-9178-48ac-bb9c-be5e6a130afb,species,Animalia,t0096916,"",Cnephaeus pachyomus,Cnephaeus pachyomus,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/79675667-9178-48ac-bb9c-be5e6a130afb
8beada8e-51fb-45ad-aff8-f3b484cec938,species,Animalia,t0079441,"",Coryphosmila dolabrata,Coryphosmila dolabrata,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/8beada8e-51fb-45ad-aff8-f3b484cec938
86643453-ce95-432c-b20d-655384b639f3,species,Animalia,t0056276,"",Cydalima pfeifferae,Cydalima pfeifferae,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/86643453-ce95-432c-b20d-655384b639f3
ace17b0d-92a5-48e2-8430-e70d6f986ce7,species,Animalia,t0061893,"",Dolichopeza gracilis,Dolichopeza gracilis,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/ace17b0d-92a5-48e2-8430-e70d6f986ce7
32d60ae7-441e-42ec-8238-fab4f371c68f,species,Animalia,t0085836,"",Lestes decipiens,Lestes decipiens,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/32d60ae7-441e-42ec-8238-fab4f371c68f
a9de2871-9094-442a-9e1f-c32768dce97f,species,Animalia,t0096537,"",Neolucanus maximus,Neolucanus maximus,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/a9de2871-9094-442a-9e1f-c32768dce97f
61d6f2f8-627f-4ed3-bba3-90ffd8857610,species,Animalia,t0081308,"",Neopanorpa simulans,Neopanorpa simulans,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/61d6f2f8-627f-4ed3-bba3-90ffd8857610
6eb726d9-872d-41ac-b0ba-79dae7213ea8,species,Animalia,t0049676,"",Nosophora taihokualis,Nosophora taihokualis,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/6eb726d9-872d-41ac-b0ba-79dae7213ea8
3eb3004c-76a3-4ee1-9de6-6ac1f003ed97,species,Animalia,t0035913,"",Placamen chloroticum,Placamen chloroticum,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/3eb3004c-76a3-4ee1-9de6-6ac1f003ed97
087983e1-df25-439e-a5f2-3ebd77bce5d9,species,Animalia,t0037372,"",Ptychognathus hachijoensis,Ptychognathus hachijoensis,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/087983e1-df25-439e-a5f2-3ebd77bce5d9
551d1af6-690d-4eab-b312-e499ab924845,species,Animalia,t0084992,"",Rhagastis formosana,Rhagastis formosana,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/551d1af6-690d-4eab-b312-e499ab924845
3600a3ca-3153-4f8a-a879-3cbe90353d19,species,Animalia,t0056086,"",Rhynchaglaea luteomixta,Rhynchaglaea luteomixta,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/3600a3ca-3153-4f8a-a879-3cbe90353d19
cabe9efb-13ff-4f9d-8bd8-1dcfb1e9a30c,species,Animalia,t0040073,"",Strongylium schenklingi,Strongylium schenklingi,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/cabe9efb-13ff-4f9d-8bd8-1dcfb1e9a30c
aa6db54b-f0ee-43e6-ac91-d8e5ff46be6c,species,Animalia,t0028568,"",Xylostola jamesyoungi,Xylostola jamesyoungi,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/aa6db54b-f0ee-43e6-ac91-d8e5ff46be6c
bbf3e90f-9c07-4a4b-ada9-c2af98a4f019,species,Animalia,t0062922,"",Asiopisinus yoshidai,Asiopisinus yoshidai,taiCOLNameCode重複,0,https://taxatree.tbn.org.tw/taxa/bbf3e90f-9c07-4a4b-ada9-c2af98a4f019
79166853-cfb0-4256-91ba-e3080ca5dc77,species,Animalia,t0050548,"",Dacryphanes cyanastra,Dacryphanes cyanastra,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/79166853-cfb0-4256-91ba-e3080ca5dc77
0418bd76-4292-4f5f-ae43-84e22136337d,species,Animalia,t0063527,"",Eurystylopsis crassicornis,Eurystylopsis crassicornis,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/0418bd76-4292-4f5f-ae43-84e22136337d
e26d656e-3ae3-46c6-8b5a-5ab5a2d4ed89,species,Animalia,t0027715,"",Gigathele hungae,Gigathele hungae,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/e26d656e-3ae3-46c6-8b5a-5ab5a2d4ed89
9af9c16e-2107-48c3-a10e-fde9f6c01220,species,Animalia,t0062533,"",Matsumurasca onukii,Matsumurasca onukii,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/9af9c16e-2107-48c3-a10e-fde9f6c01220
aabad8ff-7e8b-4b54-82f9-3898929f8379,species,Animalia,t0082954,"",Paratapes undulatus,Paratapes undulatus,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/aabad8ff-7e8b-4b54-82f9-3898929f8379
abf12631-494f-439c-820f-6fd856f776dc,species,Animalia,t0031661,"",Purpurata iopasalis,Purpurata iopasalis,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/abf12631-494f-439c-820f-6fd856f776dc
e5bdef86-f04a-4013-94a8-4976aa0ea863,species,Animalia,t0062998,"",Robigus flexuosus,Robigus flexuosus,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/e5bdef86-f04a-4013-94a8-4976aa0ea863
863eb5e3-2a76-4692-af58-00493b0f18d7,species,Animalia,t0031299,"",Scaphesthes barbatula,Scaphesthes barbatula,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/863eb5e3-2a76-4692-af58-00493b0f18d7
ae584a34-9e3d-4702-b204-0fdd4cd7b204,species,Animalia,t0068320,"",Spinathele holsti,Spinathele holsti,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/ae584a34-9e3d-4702-b204-0fdd4cd7b204
bf8d70a4-7998-45ae-9808-4c89c1a6049a,species,Animalia,t0069464,"",Stephoblemmus minor,Stephoblemmus minor,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/bf8d70a4-7998-45ae-9808-4c89c1a6049a
1def888d-5dc7-4d11-b417-b8c50140752d,species,Animalia,t0047190,"",Thranita crenata,Thranita crenata,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/1def888d-5dc7-4d11-b417-b8c50140752d
d5b41e80-22db-4cd6-b4cf-4fa8ab7d4ad2,species,Animalia,t0033341,"",Thranita danae,Thranita danae,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/d5b41e80-22db-4cd6-b4cf-4fa8ab7d4ad2
bc1a547a-5ce3-4d54-aa6e-1ccf395004d4,species,Animalia,t0047193,"",Thranita holthuisi,Thranita holthuisi,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/bc1a547a-5ce3-4d54-aa6e-1ccf395004d4
f459061a-1f72-451e-abbe-cb30a9e076b0,species,Animalia,t0047197,"",Thranita prymna,Thranita prymna,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/f459061a-1f72-451e-abbe-cb30a9e076b0
f23a1d65-f6ea-4a69-8100-fb66777aa5f5,species,Animalia,t0031741,"",Validiblatta australasiae,Validiblatta australasiae,taiCOLNameCode重複,ERROR,https://taxatree.tbn.org.tw/taxa/f23a1d65-f6ea-4a69-8100-fb66777aa5f5
79f0dfa9-4c0d-4556-ace4-f7c7e38a8fb3,order,Animalia,t0002075,"",Plecoptera,Plecoptera,學名重複,746,https://taxatree.tbn.org.tw/taxa/79f0dfa9-4c0d-4556-ace4-f7c7e38a8fb3
6b7e851e-9a41-407a-861c-233a3b658c82,genus,Animalia,t0093378,"",Plecoptera,Plecoptera,學名重複,413,https://taxatree.tbn.org.tw/taxa/6b7e851e-9a41-407a-861c-233a3b658c82
43d98a29-e931-42a8-883a-d94a05e876d6,species,Animalia,t0099122,"",Themiste minor,Themiste minor,學名重複,0,https://taxatree.tbn.org.tw/taxa/43d98a29-e931-42a8-883a-d94a05e876d6
f74d8dee-19ad-447e-8fbf-9759721e8d6a,species,Animalia,t0099122,"",Themiste minor,Themiste minor,學名重複,0,https://taxatree.tbn.org.tw/taxa/f74d8dee-19ad-447e-8fbf-9759721e8d6a
f75b27a9-3607-45d6-842f-64d2e671ab1c,species,Animalia,t0028568,"",Xylostola jamesyoungi,Xylostola jamesyoungi,學名重複,68,https://taxatree.tbn.org.tw/taxa/f75b27a9-3607-45d6-842f-64d2e671ab1c
601570e5-53c5-4856-ba3a-4b645ded6e0b,species,Animalia,t0098558,"",Polistes tenebricosus,Polistes tenebricosus,學名重複,185,https://taxatree.tbn.org.tw/taxa/601570e5-53c5-4856-ba3a-4b645ded6e0b
0dfb72db-33e8-4881-80c2-97b5d85cd5f7,species,Animalia,t0098556,"",Polistes stigma,Polistes stigma,學名重複,34,https://taxatree.tbn.org.tw/taxa/0dfb72db-33e8-4881-80c2-97b5d85cd5f7
d0f57dd6-aa16-4311-8724-485bfa48e12e,species,Animalia,t0098557,"",Polistes strigosus,Polistes strigosus,學名重複,7,https://taxatree.tbn.org.tw/taxa/d0f57dd6-aa16-4311-8724-485bfa48e12e
91f39fc0-c539-40ce-a6f4-113fa48e7886,species,Animalia,t0097856,"",Culex pipiens,Culex pipiens,學名重複,14,https://taxatree.tbn.org.tw/taxa/91f39fc0-c539-40ce-a6f4-113fa48e7886
bd88a054-b8ab-4200-ae1c-0b877b2b00ef,species,Animalia,t0100120,"",Asarkina porcina,Asarkina porcina,學名重複,5,https://taxatree.tbn.org.tw/taxa/bd88a054-b8ab-4200-ae1c-0b877b2b00ef
ebdab555-cea4-4eb9-b1e6-17877d3d2732,infraspecies,Animalia,t0098556,"",Polistes stigma stigma,Polistes stigma stigma,學名重複,3,https://taxatree.tbn.org.tw/taxa/ebdab555-cea4-4eb9-b1e6-17877d3d2732
82dab9b9-52be-4ce7-aa00-3c080c6308b4,species,Animalia,t0098558,"",Polistes tenebricosus,Polistes tenebricosus,學名重複,184,https://taxatree.tbn.org.tw/taxa/82dab9b9-52be-4ce7-aa00-3c080c6308b4
77c4a9b4-85e5-4804-bbe6-40ca39ff1e33,species,Animalia,t0097856,"",Culex pipiens,Culex pipiens,學名重複,8,https://taxatree.tbn.org.tw/taxa/77c4a9b4-85e5-4804-bbe6-40ca39ff1e33
b15ea590-b1f6-4d4c-8d43-b77a12d5dafb,species,Animalia,t0098557,"",Polistes strigosus,Polistes strigosus,學名重複,7,https://taxatree.tbn.org.tw/taxa/b15ea590-b1f6-4d4c-8d43-b77a12d5dafb
b1394712-9842-47bb-80f8-8df91725b11e,species,Animalia,t0100120,"",Asarkina porcina,Asarkina porcina,學名重複,5,https://taxatree.tbn.org.tw/taxa/b1394712-9842-47bb-80f8-8df91725b11e
24042b09-8025-48a0-9e10-43f4a343a434,species,Animalia,t0098556,"",Polistes stigma,Polistes stigma,學名重複,34,https://taxatree.tbn.org.tw/taxa/24042b09-8025-48a0-9e10-43f4a343a434
58cc779f-dc8c-49ac-ad0a-36450a9ffe18,infraspecies,Animalia,t0086138,"",Polistes stigma stigma,Polistes stigma stigma,學名重複,4,https://taxatree.tbn.org.tw/taxa/58cc779f-dc8c-49ac-ad0a-36450a9ffe18
aa6db54b-f0ee-43e6-ac91-d8e5ff46be6c,species,Animalia,t0028568,"",Xylostola jamesyoungi,Xylostola jamesyoungi,學名重複,ERROR,https://taxatree.tbn.org.tw/taxa/aa6db54b-f0ee-43e6-ac91-d8e5ff46be6c
79f0dfa9-4c0d-4556-ace4-f7c7e38a8fb3,order,Animalia,t0002075,"",Plecoptera,Plecoptera,相同Kingdom學名重複,746,https://taxatree.tbn.org.tw/taxa/79f0dfa9-4c0d-4556-ace4-f7c7e38a8fb3
6b7e851e-9a41-407a-861c-233a3b658c82,genus,Animalia,t0093378,"",Plecoptera,Plecoptera,相同Kingdom學名重複,413,https://taxatree.tbn.org.tw/taxa/6b7e851e-9a41-407a-861c-233a3b658c82
43d98a29-e931-42a8-883a-d94a05e876d6,species,Animalia,t0099122,"",Themiste minor,Themiste minor,相同Kingdom學名重複,0,https://taxatree.tbn.org.tw/taxa/43d98a29-e931-42a8-883a-d94a05e876d6
f74d8dee-19ad-447e-8fbf-9759721e8d6a,species,Animalia,t0099122,"",Themiste minor,Themiste minor,相同Kingdom學名重複,0,https://taxatree.tbn.org.tw/taxa/f74d8dee-19ad-447e-8fbf-9759721e8d6a
f75b27a9-3607-45d6-842f-64d2e671ab1c,species,Animalia,t0028568,"",Xylostola jamesyoungi,Xylostola jamesyoungi,相同Kingdom學名重複,68,https://taxatree.tbn.org.tw/taxa/f75b27a9-3607-45d6-842f-64d2e671ab1c
601570e5-53c5-4856-ba3a-4b645ded6e0b,species,Animalia,t0098558,"",Polistes tenebricosus,Polistes tenebricosus,相同Kingdom學名重複,185,https://taxatree.tbn.org.tw/taxa/601570e5-53c5-4856-ba3a-4b645ded6e0b
0dfb72db-33e8-4881-80c2-97b5d85cd5f7,species,Animalia,t0098556,"",Polistes stigma,Polistes stigma,相同Kingdom學名重複,34,https://taxatree.tbn.org.tw/taxa/0dfb72db-33e8-4881-80c2-97b5d85cd5f7
d0f57dd6-aa16-4311-8724-485bfa48e12e,species,Animalia,t0098557,"",Polistes strigosus,Polistes strigosus,相同Kingdom學名重複,7,https://taxatree.tbn.org.tw/taxa/d0f57dd6-aa16-4311-8724-485bfa48e12e
91f39fc0-c539-40ce-a6f4-113fa48e7886,species,Animalia,t0097856,"",Culex pipiens,Culex pipiens,相同Kingdom學名重複,14,https://taxatree.tbn.org.tw/taxa/91f39fc0-c539-40ce-a6f4-113fa48e7886
bd88a054-b8ab-4200-ae1c-0b877b2b00ef,species,Animalia,t0100120,"",Asarkina porcina,Asarkina porcina,相同Kingdom學名重複,5,https://taxatree.tbn.org.tw/taxa/bd88a054-b8ab-4200-ae1c-0b877b2b00ef
ebdab555-cea4-4eb9-b1e6-17877d3d2732,infraspecies,Animalia,t0098556,"",Polistes stigma stigma,Polistes stigma stigma,相同Kingdom學名重複,3,https://taxatree.tbn.org.tw/taxa/ebdab555-cea4-4eb9-b1e6-17877d3d2732
82dab9b9-52be-4ce7-aa00-3c080c6308b4,species,Animalia,t0098558,"",Polistes tenebricosus,Polistes tenebricosus,相同Kingdom學名重複,184,https://taxatree.tbn.org.tw/taxa/82dab9b9-52be-4ce7-aa00-3c080c6308b4
77c4a9b4-85e5-4804-bbe6-40ca39ff1e33,species,Animalia,t0097856,"",Culex pipiens,Culex pipiens,相同Kingdom學名重複,8,https://taxatree.tbn.org.tw/taxa/77c4a9b4-85e5-4804-bbe6-40ca39ff1e33
b15ea590-b1f6-4d4c-8d43-b77a12d5dafb,species,Animalia,t0098557,"",Polistes strigosus,Polistes strigosus,相同Kingdom學名重複,7,https://taxatree.tbn.org.tw/taxa/b15ea590-b1f6-4d4c-8d43-b77a12d5dafb
b1394712-9842-47bb-80f8-8df91725b11e,species,Animalia,t0100120,"",Asarkina porcina,Asarkina porcina,相同Kingdom學名重複,5,https://taxatree.tbn.org.tw/taxa/b1394712-9842-47bb-80f8-8df91725b11e
24042b09-8025-48a0-9e10-43f4a343a434,species,Animalia,t0098556,"",Polistes stigma,Polistes stigma,相同Kingdom學名重複,34,https://taxatree.tbn.org.tw/taxa/24042b09-8025-48a0-9e10-43f4a343a434
58cc779f-dc8c-49ac-ad0a-36450a9ffe18,infraspecies,Animalia,t0086138,"",Polistes stigma stigma,Polistes stigma stigma,相同Kingdom學名重複,4,https://taxatree.tbn.org.tw/taxa/58cc779f-dc8c-49ac-ad0a-36450a9ffe18
aa6db54b-f0ee-43e6-ac91-d8e5ff46be6c,species,Animalia,t0028568,"",Xylostola jamesyoungi,Xylostola jamesyoungi,相同Kingdom學名重複,ERROR,https://taxatree.tbn.org.tw/taxa/aa6db54b-f0ee-43e6-ac91-d8e5ff46be6c
79f0dfa9-4c0d-4556-ace4-f7c7e38a8fb3,order,Animalia,t0002075,"",Plecoptera,Plecoptera,相同Kingdom學名加命名者重複,746,https://taxatree.tbn.org.tw/taxa/79f0dfa9-4c0d-4556-ace4-f7c7e38a8fb3
6b7e851e-9a41-407a-861c-233a3b658c82,genus,Animalia,t0093378,"",Plecoptera,Plecoptera,相同Kingdom學名加命名者重複,413,https://taxatree.tbn.org.tw/taxa/6b7e851e-9a41-407a-861c-233a3b658c82
43d98a29-e931-42a8-883a-d94a05e876d6,species,Animalia,t0099122,"",Themiste minor,Themiste minor,相同Kingdom學名加命名者重複,0,https://taxatree.tbn.org.tw/taxa/43d98a29-e931-42a8-883a-d94a05e876d6
f74d8dee-19ad-447e-8fbf-9759721e8d6a,species,Animalia,t0099122,"",Themiste minor,Themiste minor,相同Kingdom學名加命名者重複,0,https://taxatree.tbn.org.tw/taxa/f74d8dee-19ad-447e-8fbf-9759721e8d6a
601570e5-53c5-4856-ba3a-4b645ded6e0b,species,Animalia,t0098558,"",Polistes tenebricosus,Polistes tenebricosus,相同Kingdom學名加命名者重複,185,https://taxatree.tbn.org.tw/taxa/601570e5-53c5-4856-ba3a-4b645ded6e0b
0dfb72db-33e8-4881-80c2-97b5d85cd5f7,species,Animalia,t0098556,"",Polistes stigma,Polistes stigma,相同Kingdom學名加命名者重複,34,https://taxatree.tbn.org.tw/taxa/0dfb72db-33e8-4881-80c2-97b5d85cd5f7
d0f57dd6-aa16-4311-8724-485bfa48e12e,species,Animalia,t0098557,"",Polistes strigosus,Polistes strigosus,相同Kingdom學名加命名者重複,7,https://taxatree.tbn.org.tw/taxa/d0f57dd6-aa16-4311-8724-485bfa48e12e
91f39fc0-c539-40ce-a6f4-113fa48e7886,species,Animalia,t0097856,"",Culex pipiens,Culex pipiens,相同Kingdom學名加命名者重複,14,https://taxatree.tbn.org.tw/taxa/91f39fc0-c539-40ce-a6f4-113fa48e7886
bd88a054-b8ab-4200-ae1c-0b877b2b00ef,species,Animalia,t0100120,"",Asarkina porcina,Asarkina porcina,相同Kingdom學名加命名者重複,5,https://taxatree.tbn.org.tw/taxa/bd88a054-b8ab-4200-ae1c-0b877b2b00ef
ebdab555-cea4-4eb9-b1e6-17877d3d2732,infraspecies,Animalia,t0098556,"",Polistes stigma stigma,Polistes stigma stigma,相同Kingdom學名加命名者重複,3,https://taxatree.tbn.org.tw/taxa/ebdab555-cea4-4eb9-b1e6-17877d3d2732
82dab9b9-52be-4ce7-aa00-3c080c6308b4,species,Animalia,t0098558,"",Polistes tenebricosus,Polistes tenebricosus,相同Kingdom學名加命名者重複,184,https://taxatree.tbn.org.tw/taxa/82dab9b9-52be-4ce7-aa00-3c080c6308b4
77c4a9b4-85e5-4804-bbe6-40ca39ff1e33,species,Animalia,t0097856,"",Culex pipiens,Culex pipiens,相同Kingdom學名加命名者重複,8,https://taxatree.tbn.org.tw/taxa/77c4a9b4-85e5-4804-bbe6-40ca39ff1e33
b15ea590-b1f6-4d4c-8d43-b77a12d5dafb,species,Animalia,t0098557,"",Polistes strigosus,Polistes strigosus,相同Kingdom學名加命名者重複,7,https://taxatree.tbn.org.tw/taxa/b15ea590-b1f6-4d4c-8d43-b77a12d5dafb
b1394712-9842-47bb-80f8-8df91725b11e,species,Animalia,t0100120,"",Asarkina porcina,Asarkina porcina,相同Kingdom學名加命名者重複,5,https://taxatree.tbn.org.tw/taxa/b1394712-9842-47bb-80f8-8df91725b11e
24042b09-8025-48a0-9e10-43f4a343a434,species,Animalia,t0098556,"",Polistes stigma,Polistes stigma,相同Kingdom學名加命名者重複,34,https://taxatree.tbn.org.tw/taxa/24042b09-8025-48a0-9e10-43f4a343a434
58cc779f-dc8c-49ac-ad0a-36450a9ffe18,infraspecies,Animalia,t0086138,"",Polistes stigma stigma,Polistes stigma stigma,相同Kingdom學名加命名者重複,4,https://taxatree.tbn.org.tw/taxa/58cc779f-dc8c-49ac-ad0a-36450a9ffe18
43d98a29-e931-42a8-883a-d94a05e876d6,species,Animalia,t0099122,"",Themiste minor,Themiste minor,相同Kingdom學名加命名者階層重複,0,https://taxatree.tbn.org.tw/taxa/43d98a29-e931-42a8-883a-d94a05e876d6
f74d8dee-19ad-447e-8fbf-9759721e8d6a,species,Animalia,t0099122,"",Themiste minor,Themiste minor,相同Kingdom學名加命名者階層重複,0,https://taxatree.tbn.org.tw/taxa/f74d8dee-19ad-447e-8fbf-9759721e8d6a
601570e5-53c5-4856-ba3a-4b645ded6e0b,species,Animalia,t0098558,"",Polistes tenebricosus,Polistes tenebricosus,相同Kingdom學名加命名者階層重複,185,https://taxatree.tbn.org.tw/taxa/601570e5-53c5-4856-ba3a-4b645ded6e0b
0dfb72db-33e8-4881-80c2-97b5d85cd5f7,species,Animalia,t0098556,"",Polistes stigma,Polistes stigma,相同Kingdom學名加命名者階層重複,34,https://taxatree.tbn.org.tw/taxa/0dfb72db-33e8-4881-80c2-97b5d85cd5f7
